id,gender,age,education,is_capital,income,ideology,DemPolGrievence,PolicyPolGrievence,EUPolGrievence,EconGrievenceRetro,EconGrievenceProspInd,EconGrievenceProspAgg,NatPride,NativeRights,NativeJobs,LawOrder,Chauvinism,ChristianSchool,GayNeighbor,GayPartner,ForNeighbor,ForPartner,Ukraine,DemonstrateNational,DemonstrateTrad
250,2,22,2,0,4,3,2,2,2,2,2,2,2,4,3,3,2,2,3,3,3,3,3,0,0
251,1,57,2,0,5,3,4,4,2,4,5,5,4,1,3,4,2,1,2,4,2,1,1,0,0
252,1,68,2,0,3,4,2,3,1,3,4,4,3,4,4,4,3,3,2,4,2,2,2,0,0
253,1,41,1,0,4,4,4,4,3,3,4,5,1,1,4,3,4,2,2,4,2,2,3,0,0
254,1,57,1,0,3,4,3,4,3,4,5,5,4,4,4,4,2,2,4,4,3,3,4,0,0
255,1,64,2,0,2,2,2,3,2,4,4,4,3,4,2,4,2,3,2,2,2,2,2,0,0
256,2,30,3,0,4,3,2,2,2,3,3,4,4,4,1,1,1,2,2,2,2,2,2,0,0
257,2,60,2,0,2,3,4,4,3,3,3,5,4,3,4,3,2,4,4,4,4,4,4,0,0
258,2,52,2,0,5,2,3,3,3,4,5,4,3,4,4,2,1,3,3,4,2,3,2,0,0
259,1,58,1,0,5,2,3,4,3,3,3,4,4,2,3,2,2,2,3,3,1,2,1,0,0
260,2,67,3,0,2,2.99,3,3,3,3,3,5,4,2,3,2,1,3,2,2,2,2,2,0,0
261,2,24,3,0,2,3,3,3,3,4,4,4,4,3,3,2,2,4,4,4,3,3,3,0,0
262,1,45,2,0,4,3,3,3,2,4,4,5,3,4,4,3,3,1,1,1,2,2,1,0,0
263,2,43,3,0,5,3,3,3,2,3,3,3,3,4,2,3,2,3,2,4,2,2,2,0,0
264,2,70,1,0,2,3.12,2,3,1,4,4,4,3,3,4,3,2,3,2,3,2,2,2,0,0
265,2,22,2,0,1,3.18,2,3,2,4,4,4,3,3,4,2,1,2,4,1,2,1,2,0,0
266,2,59,3,0,4,4,4,3,2,4,5,4,3,1,4,3,2,3,3,4,2,2,2,0,1
267,2,57,1,0,3,2.69,3,4,3,4,5,5,3,3,4,3,2,4,4,4,3,3,3,0,0
268,2,32,2,0,4,3.27,2,4,1,4,3,3,4,4,4,3,1,3,2,2,4,4,4,0,0
269,2,33,2,0,3,2.84,4,4,3,4,5,5,2,2,3,2,2,3,2,2,2,1,1,0,0
270,2,39,3,0,5,3,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,1,1,0,0
271,2,53,1,0,3,3,2,2,2,3,3,4,4,3,4,2,2,3,1,1,2,2,1,0,0
272,1,58,1,0,3.7975,3,3,4,2,3,4,4,4,4,4,3,3,1,2,2,2,2,2,0,0
273,1,38,2,0,5,4,3,3,3,4,4,4,4,4,3,3,3,4,2,2,2,2,2,1,1
274,2,59,2,0,5,2.585,4,4,3,5,5,5,3,4,4,4,3,1,2,2,3,4,3,0,0
275,2,32,1,0,3,3,2,3,1,4,2,2,4,3,2,2,4,1,1,1,1,1,1,1,0
276,1,59,1,0,5,1,4,4,4,5,5,5,3,4,4,4,4,2,2,2,2,2,2,1,0
277,1,68,3,0,3,4,3,3,3,4,4,5,3,4,3,3,3,4,3,3,3,3,2,0,0
278,1,30,2,0,5,3,3,3,1,2,3,5,2,2,1,2,2,2,1,1,1,1,1,0,0
279,1,65,1,1,3,2,4,4,4,5,5,5,3,3,3,3,3,3,3,3,2,3,2,0,0
280,2,22,1,1,3,3,2,3,3,2,4,2,3,3,4,2,3,3,2,3,2,3,4,1,2
281,1,63,1,1,2,3,4,4,1,4,4,5,4,4,4,4,4,4,3,3,2,2,2,0,0
282,1,34,3,1,5,2,3,4,2,2,3,4,3,4,3,3,3,2,2,2,2,2,2,0,0
283,2,18,1,1,1,4,3,3,2,4,2,3,2,3,2,3,3,3,2,1,1,2,1,0,0
284,2,41,2,1,4,3,2,2,2,4,4,4,3,3,3,2,3,3,3,3,2,2,2,0,0
285,2,69,3,1,3,2,2,2,1,3,3,3,3,3,3,2,1,2,2,1,1,1,1,0,0
286,1,18,2,1,1,3,2,3,2,3,4,2,3,2,1,1,1,2,1,2,1,1,1,0,0
287,2,51,1,1,3,3,4,3,2,4,5,5,4,2,4,2,2,1,1,1,1,1,1,0,0
288,1,64,1,1,3,3,2,3,2,5,5,4,3,1,3,2,1,1,3,3,2,2,2,0,0
289,1,59,1,1,3,3,4,4,4,5,4,5,4,3,4,3,3,3,4,4,4,4,4,2,0
290,1,21,2,1,5,4,4,4,4,3,2,2,4,3,4,3,3,2,3,3,3,3,3,3,1
291,1,28,2,1,5,3,2,4,3,4,4,5,1,4,4,3,2,1,3,3,3,3,3,0,0
292,1,67,3,1,4,3,2,4,2,4,3,4,3,4,4,3,3,2,4,4,4,4,4,0,0
293,2,53,3,1,5,5,4,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,1,0
294,2,52,3,1,5,4,1,2,1,3,3,4,4,2,2,3,2,2,2,2,2,3,2,0,0
295,1,66,2,1,2,2,4,4,2,5,5,5,3,4,4,4,2,4,3,3,3,3,3,0,0
296,2,55,2,1,5,5,4,4,4,4,5,5,4,4,4,4,3,4,3,3,3,4,3,0,1
297,2,56,2,1,3,4,3,3,2,3,3,4,3,2,3,2,3,4,3,3,2,3,3,0,0
298,2,28,3,1,5,2.7075,4,4,3,2,3,4,3,4,3,2,1,1,1,1,1,2,1,0,0
299,1,47,1,0,5,4,2,3,2,3,4,5,2,1,4,2,3,3,3,4,3,4,2,0,0
300,1,36,3,0,4,2,3,3,2,2,3,4,3,4,4,2,2,3,2,2,2,2,2,0,0
301,1,52,3,0,5,3,4,4,4,5,5,5,2,1,4,3,2,3,3,3,3,3,3,0,0
302,2,68,1,0,2,1,4,4,4,5,5,5,4,4,4,4,2,3,4,4,3,3,4,0,0
303,2,21,2,0,4,5,3,3,2,3,2,2,3,4,3,2,1,2,1,1,1,1,1,0,0
304,2,28,3,0,4,3,3,4,3,5,4,4,3,4,4,2,1,2,3,4,3,3,3,0,0
305,1,43,2,0,4,3,3,4,2,4,4,4,3,3,3,3,3,3,2,1,3,1,2,0,0
306,1,62,1,0,2,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,0,0
307,2,39,2,0,5,3,2,4,2,3,2,2,3,4,4,3,3,1,2,2,2,4,2,0,0
308,1,31,1,0,4,3,4,3,3,4,4,4,3,4,4,3,1,2,2,2,2,2,1,0,0
309,2,28,2,0,4,4,1,1,1,4,4,4,4,4,3,4,4,3,2,2,2,2,2,0,0
310,1,73,1,0,2,2,4,4,4,5,5,5,4,3,4,3,4,4,4,4,4,4,4,2,0
311,2,68,2,0,3,3,4,4,4,5,5,5,3,1,2,3,2,2,2,2,2,2,2,0,0
312,2,58,3,0,3.341666666666667,3,4,4,4,5,5,4,3,4,4,3,2,2,2,3,4,4,4,0,0
313,2,64,1,0,3,3,3,4,2,3,4,4,3,4,4,2,1,3,4,4,2,2,2,0,0
314,2,57,1,0,5,3,2,2,2,3,3,4,4,4,4,3,2,1,3,4,3,3,3,0,0
315,2,33,1,0,3,5,4,4,1,3,3,2,3,4,4,2,2,3,2,2,3,3,3,0,0
316,2,25,3,0,4,1,2,2,1,3,3,4,2,1,1,1,1,1,1,1,1,1,1,0,0
317,1,35,2,0,4,3,3,3,3,4,4,4,3,4,3,3,3,2,2,2,2,3,2,1,0
318,1,51,2,0,3,3,4,4,4,5,5,5,4,3,4,3,4,1,2,2,2,3,3,1,1
319,1,49,2,0,4,5,4,4,2,4,5,5,4,3,4,4,4,4,2,4,2,3,2,0,0
320,2,63,1,0,2,1,4,4,4,5,5,5,3,4,3,4,4,4,4,4,4,4,4,0,0
321,1,46,2,0,5,3,2,2,2,4,2,2,4,1,2,2,2,2,1,1,1,1,1,0,0
322,1,54,1,0,3,2,3,3,3,4,5,5,3,3,4,3,4,3,3,4,3,3,2,0,0
323,1,54,3,0,4.28,5,2,3,1,2,3,4,3,2,2,1,1,1,1,1,2,1,1,0,0
324,2,46,3,0,4.19,3,3,3,3,3,3,5,3,4,4,3,2,2,2,3,2,2,2,0,0
325,1,62,1,0,4,2,2,3,2,4,4,4,2,4,4,4,4,3,2,2,2,2,2,0,0
326,1,37,2,0,5,3,1,1,1,4,2,2,4,3,3,1,1,2,2,2,2,2,2,0,0
327,1,44,3,0,5,3,4,4,2,5,4,5,2,3,3,2,4,1,2,2,2,2,2,0,0
328,1,43,2,0,5,2,3,4,2,4,3,4,3,2,4,3,4,1,3,3,1,3,1,0,0
329,1,18,1,0,0,4,1,2,1,3,3,2,3,3,4,4,3,1,1,1,1,2,2,0,0
330,2,72,2,0,2,3,2,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,0,0
331,1,71,1,0,2,2,3,4,3,4,4,4,3,4,4,3,3,2,2,3,4,4,4,0,0
332,1,70,2,0,3,2,2,2,2,3,3,3,4,3,2,3,2,3,2,3,2,3,2,2,0
333,2,44,3,0,4,2,3,3,3,5,5,5,2,4,2,2,2,2,1,1,3,3,2,0,0
334,2,70,1,0,2,2,3,3,3,4,4,4,2,2,3,2,2,2,3,3,2,3,2,0,0
335,2,52,2,0,3,2,3,4,2,4,5,5,3,3,4,3,2,2,2,3,2,2,2,0,0
336,1,64,1,0,3,1,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,0,0
337,1,26,1,0,3,3,4,4,4,3,4,4,2,3,4,3,1,1,1,4,1,1,1,0,0
338,2,47,2,0,5,3,3,2,1,4,3,4,4,4,3,4,2,4,4,4,2,3,2,0,0
339,2,72,1,0,2,5,2,2,2,2,2,2,3,4,4,2,3,2,2,3,2,3,3,0,0
340,2,24,3,0,4,3.56,2,2,2,3,2,1,3,3,4,2,3,1,2,2,2,2,2,0,0
341,1,44,3,0,5,3,2,2,2,4,4,4,3,4,4,3,1,3,3,3,2,2,3,0,0
342,2,66,2,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,0,0
343,1,63,2,0,2,1,3,4,2,4,4,5,3,4,4,4,4,1,4,4,4,4,4,0,0
344,2,40,1,0,4,5,2,2,2,3,3,4,3,1,4,3,3,3,2,2,2,2,2,0,0
345,1,47,2,0,3.565,3,4,4,4,5,5,4,3,4,4,3,1,4,3,3,3,3,1,1,0
346,2,33,2,0,2,3,3,3,2,3,3,4,4,4,4,2,3,4,4,4,4,4,4,0,0
347,2,31,2,0,4,4,3,2,1,3,3,4,4,3,3,1,1,2,1,2,1,2,1,0,0
348,1,41,1,0,1,3,4,4,4,4,4,5,2,4,4,4,3,4,4,4,4,4,4,3,0
349,1,67,1,0,2,5,3,3,3,5,5,4,3,3,2,3,2,3,4,4,4,4,4,0,0
350,1,68,1,0,4,1,3,4,2,4,3,4,4,3,4,3,3,2,2,2,2,3,2,0,0
351,2,42,2,0,5,3,2,2,2,3,4,4,3,2,3,3,1,3,1,1,1,1,1,0,0
352,2,70,1,0,2,4,2,2,1,3,3,4,4,2,4,4,4,4,3,4,1,3,1,0,0
353,2,26,1,0,2,2,3,3,2,4,4,4,3,2,3,3,1,1,1,1,1,1,1,0,0
354,2,43,3,0,4,4,3,3,2,5,5,5,4,3,3,3,1,3,3,3,2,2,2,0,0
355,1,53,2,0,5,3,4,4,3,4,5,5,3,4,3,4,3,3,3,3,3,4,3,0,0
356,1,44,3,0,5,3,3,4,2,4,4,5,3,4,4,3,1,2,2,4,4,4,4,0,0
357,2,44,3,0,5,3,4,4,2,4,3,4,4,3,4,2,1,3,2,2,2,2,2,0,0
358,1,38,2,0,4,5,3,4,2,4,4,4,4,3,3,3,1,1,2,3,2,2,2,0,0
359,1,39,2,0,5,2,2,2,1,3,3,4,4,4,4,3,2,2,4,4,4,4,2,0,0
360,2,32,3,0,5,3,2,3,2,4,4,4,3,3,2,3,3,3,2,2,2,1,1,0,1
361,1,70,1,0,2,3,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,0,0
362,1,58,1,0,5,3,4,4,2,3,4,4,3,3,3,2,3,3,3,3,2,2,2,0,0
363,1,19,1,0,1,3,2,3,1,2,3,4,2,2,1,2,2,2,1,1,1,1,1,1,0
364,2,52,2,0,3,2,4,4,4,4,5,5,2,3,4,3,3,3,2,2,2,2,2,1,0
365,2,39,3,0,5,3,3,4,1,3,2,2,2,3,4,2,2,1,1,2,3,3,2,0,0
366,1,55,1,0,4,1,4,4,3,5,4,5,4,4,4,3,3,4,2,2,2,2,2,0,0
367,1,30,2,0,5,2,4,4,3,4,4,5,3,4,3,2,1,1,2,2,2,2,3,2,1
368,2,43,2,0,3,3,3,4,2,3,4,5,3,4,4,3,3,3,2,3,2,3,2,2,0
369,1,51,1,0,3,3,3,3,2,4,4,4,4,3,3,2,2,3,2,2,2,2,2,0,0
370,1,41,1,0,4,3,3,3,3,4,5,5,3,4,4,2,3,2,3,3,3,3,3,0,0
371,1,52,1,0,4,4,4,4,3,4,4,4,2,4,4,3,4,4,3,3,4,4,4,0,0
372,2,72,1,0,3,2,2,3,2,4,5,4,3,3,4,4,3,4,3,3,3,3,2,0,0
373,2,46,1,0,2,3,4,4,3,4,4,4,2,3,4,3,2,4,3,4,4,4,4,0,0
374,1,36,1,0,5,3,4,4,4,4,5,5,1,4,4,3,2,1,1,3,2,3,2,0,1
375,2,34,3,0,4,3,4,3,2,4,4,5,2,3,3,2,3,3,2,2,2,3,2,1,1
376,2,39,3,0,5,4,4,4,3,3,4,4,1,3,4,1,2,3,1,2,2,3,3,0,0
377,1,59,1,0,4,4,3,3,2,4,4,4,2,3,3,3,3,3,2,3,2,3,2,0,0
378,2,25,2,0,2,3,3,3,3,4,3,4,2,4,3,3,2,2,4,4,2,3,2,0,0
379,2,47,3,0,4,2,3,4,2,3,3,4,4,4,4,3,1,3,3,3,2,4,1,0,0
380,2,46,2,0,3.366,5,3,3,3,4,4,4,3,2,4,3,2,3,4,3,2,2,2,0,0
381,1,40,1,0,5,2.7233333333333336,4,4,4,3,3,5,2,4,4,4,4,1,1,1,1,1,1,0,0
382,2,72,1,0,3,2.72,3,3,3,3,4,5,4,3,2,4,3,3,4,4,2,4,2,0,0
383,2,50,2,0,3,3,3,3,3,2,3,4,3,4,3,3,3,3,2,3,2,2,2,0,0
384,1,25,1,0,0,3.13,3,3,3,4,4,4,3,2,4,3,4,3,1,1,1,2,2,0,0
385,1,54,1,0,5,4,3,4,2,4,4,5,4,4,4,1,1,3,2,3,2,2,2,0,0
386,1,49,2,0,5,3,2,4,2,1,2,5,3,4,3,4,2,1,3,3,3,3,2,0,0
387,2,27,2,0,4,3,2,2,1,3,2,2,3,3,3,2,3,3,3,4,2,2,3,1,0
388,2,69,1,0,2,1,4,4,3,5,5,5,4,4,4,4,3,3,3,3,2,2,2,1,1
389,1,53,2,0,5,3,3,3,2,5,5,5,2,4,4,3,3,2,3,4,3,3,4,0,0
390,1,42,3,0,5,4,1,1,1,2,3,3,3,3,3,3,4,4,1,2,2,3,1,0,0
391,1,42,1,0,2,3,3,3,2,3,4,4,3,4,4,3,3,3,3,3,3,3,2,0,0
392,1,34,2,0,5,1,3,4,4,5,5,5,4,4,4,4,4,4,3,4,2,2,2,3,0
393,1,61,1,0,3.6423333333333328,2.57,3,4,2,4,3,4,4,3,2,2,2,3,3,3,2,2,2,0,0
394,2,46,3,0,4,4,2,3,1,3,3,3,3,3,3,3,2,2,1,1,2,3,1,0,0
395,2,64,3,0,3,4,3,3,3,4,3,4,3,3,4,3,3,3,4,4,2,2,2,1,0
396,2,24,3,0,3,3,1,1,1,2,2,1,4,4,4,4,4,4,4,4,3,4,2,0,0
397,2,68,1,0,2,3,2,2,1,3,3,3,3,4,4,3,2,3,4,4,4,4,4,0,0
398,1,54,2,0,2,3,2,2,2,2,4,3,2,2,3,4,3,3,4,4,3,3,3,3,3
399,1,42,2,0,4,3,4,4,3,4,4,5,2,4,4,4,3,3,4,4,2,2,2,1,1
400,1,41,1,0,3,4,2,3,1,4,4,4,4,3,4,3,4,2,2,2,2,2,2,0,0
401,1,65,3,0,2,3,3,3,3,4,4,5,3,4,3,3,2,3,3,2,2,2,2,0,0
402,2,37,2,0,3,3,1,2,1,3,4,4,3,4,4,3,2,4,2,4,2,3,2,0,0
403,2,54,2,0,3,1,3,4,2,3,5,5,4,4,4,3,2,4,4,4,2,1,4,0,0
404,2,61,2,0,2,2,2,2,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,0,0
405,2,43,1,0,2,3,3,3,2,4,4,4,3,3,3,3,2,3,4,4,4,4,4,0,0
406,2,45,3,0,5,4,3,2,2,3,2,3,3,2,1,3,1,2,1,1,2,3,2,0,0
407,2,42,2,0,5,4,4,4,3,4,5,4,3,2,3,4,1,1,1,3,2,1,2,0,0
408,1,50,2,0,5,3,4,4,4,3,5,4,4,4,4,1,3,1,1,1,1,1,1,0,0
409,1,18,1,0,0,3.64,3,3,1,3,3,3,3,4,4,3,1,2,2,2,2,2,2,0,0
410,2,25,2,0,0,3.263333333333333,3,3,2,2,3,3,2,3,3,2,2,2,1,4,2,2,2,0,0
411,1,71,1,0,4,4,3,4,2,5,3,5,3,4,4,3,4,4,4,3,1,1,2,0,0
412,1,67,2,0,3,3,4,4,4,4,4,5,1,4,3,4,2,1,4,4,4,4,4,0,0
413,1,63,2,0,5,2,3,3,3,4,4,4,4,4,2,3,4,4,4,4,1,1,1,0,0
414,1,40,2,0,4,3,4,4,2,4,5,5,3,4,4,3,4,4,2,2,2,3,3,0,0
415,1,36,3,0,5,1,3,4,2,4,4,4,3,4,4,3,4,2,4,4,2,3,2,0,0
416,2,25,3,0,3,4,2,2,2,2,3,3,3,2,4,2,2,2,2,3,2,2,1,0,0
417,1,23,2,0,3,3.18,3,3,2,2,3,4,1,3,3,2,3,2,2,2,3,3,3,0,0
418,1,67,1,0,3,1,4,4,3,5,5,5,3,4,4,3,4,4,4,4,4,4,3,0,0
419,2,38,1,0,1,3,2,3,1,3,4,5,3,4,4,3,1,3,1,1,2,1,1,0,0
420,1,54,1,0,5,2,4,4,3,3,4,4,3,4,2,3,3,4,4,4,3,4,4,0,0
421,2,64,2,0,2,4,1,3,1,4,4,4,4,3,4,3,1,2,1,2,2,2,2,0,0
422,2,67,2,0,3,3,2,3,1,4,1,2,4,3,3,2,3,3,4,4,3,3,2,1,0
423,1,75,2,0,2,4,3,4,3,5,5,5,3,1,4,4,3,3,3,4,3,3,3,0,0
424,1,64,2,0,2,3,1,1,1,3,3,5,4,4,4,4,2,2,2,2,3,2,3,0,0
425,2,64,1,0,3,3,4,4,2,5,5,4,4,4,4,3,2,3,2,2,4,3,3,0,0
426,2,40,1,0,2,3,3,3,2,4,4,5,3,3,4,2,3,2,2,4,2,4,3,0,0
427,1,36,3,0,4,2,2,4,2,4,5,5,3,4,4,2,4,3,4,4,3,3,3,0,0
428,2,30,2,0,3,3,2,2,1,4,1,1,4,4,3,4,2,4,4,4,2,2,2,0,0
429,1,21,2,0,2,3,3,2,1,1,2,4,4,4,4,2,1,2,3,2,1,1,2,0,0
430,2,59,2,0,3,2,2,2,2,2,2,4,3,3,3,2,2,2,1,2,2,2,1,0,0
431,2,69,1,0,3,2.185,4,3,2,5,5,5,3,4,4,4,2,3,3,3,3,3,3,0,0
432,2,65,2,0,3.228333333333333,2,4,4,2,4,4,4,4,3,4,3,3,1,2,3,2,3,3,0,0
433,2,26,3,0,5,3,4,3,2,4,3,4,2,3,4,2,1,2,2,3,2,2,2,0,0
434,1,36,3,0,5,2,2,2,2,3,4,4,3,4,4,4,4,4,2,3,4,4,3,2,2
435,1,32,3,0,5,2.695,4,4,3,5,5,5,3,4,4,4,3,1,2,2,3,3,3,0,0
436,1,34,2,0,5,3,3,3,3,2,3,4,4,3,2,3,2,2,4,2,2,2,2,0,0
437,2,51,1,0,3,1,4,4,3,4,4,5,2,4,4,4,2,2,1,2,4,3,3,2,2
438,2,38,2,0,5,3,2,2,1,3,2,2,4,1,3,2,2,2,2,2,1,1,1,0,0
439,2,35,3,0,5,3,4,3,2,3,3,4,1,1,1,2,2,2,1,1,1,1,1,0,0
440,2,38,3,1,5,3,4,4,4,4,4,5,2,4,4,4,4,3,2,3,2,3,2,0,0
441,2,33,3,1,4,4,2,2,3,2,2,2,3,2,3,3,3,2,2,4,3,4,4,1,2
442,2,23,2,1,4,2,4,3,1,3,4,5,4,4,4,4,4,4,1,2,1,1,1,1,0
443,2,55,2,1,3,2,3,4,2,4,4,4,3,3,3,3,2,3,2,2,2,3,2,0,0
444,1,29,1,1,3,5,4,4,4,5,4,5,4,4,4,4,4,1,4,4,3,3,3,1,0
445,1,75,1,1,3,5,2,2,2,3,4,4,3,3,4,3,3,4,4,4,2,2,2,0,0
446,2,80,3,1,2,3,2,2,2,4,4,4,3,3,3,2,2,3,2,2,2,2,2,0,0
447,1,58,1,1,3,4,2,3,1,5,4,5,4,2,3,3,3,2,1,2,1,2,1,0,0
448,2,37,3,1,5,3,2,4,2,3,3,3,4,2,3,1,2,1,1,1,1,1,1,0,0
449,1,33,3,1,4.47,3,3,3,2,4,3,3,3,3,4,2,3,3,2,3,3,3,4,0,0
450,2,27,2,1,5,3,1,1,1,3,2,4,2,2,2,3,1,1,1,1,1,1,1,0,0
451,2,35,3,1,3,3,2,3,2,4,3,5,3,4,4,3,1,1,2,2,2,2,2,0,0
452,2,61,2,1,5,4,4,4,4,3,2,2,3,4,4,4,2,1,4,4,4,4,4,0,0
453,1,48,2,1,5,5,4,4,4,5,5,5,2,1,4,1,1,1,3,3,3,3,3,0,0
454,1,41,1,1,5,5,3,3,2,2,2,3,4,4,4,3,3,2,2,4,3,3,2,1,0
455,1,41,3,1,5,1,3,4,1,4,4,4,3,1,1,1,1,1,4,4,4,4,4,0,0
456,2,66,3,1,4,2,4,4,3,3,4,5,3,3,4,2,2,4,2,3,3,4,2,3,2
457,1,55,2,1,5,3,3,4,2,4,4,4,2,2,2,2,4,3,2,3,2,2,2,0,0
458,2,75,3,1,3,4,4,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,2,0,0
459,2,66,2,0,2,1,2,3,2,5,5,5,2,1,4,3,1,4,3,3,3,4,3,0,0
460,1,28,2,0,4,4,3,3,2,2,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1
461,1,22,2,0,3,4,2,2,2,4,3,2,3,3,4,3,3,2,2,2,2,2,2,0,0
462,2,23,2,0,4,4,1,1,1,4,4,4,4,3,2,2,2,2,1,1,1,1,1,0,0
463,1,67,1,0,3,3,3,3,3,5,5,4,3,4,1,4,3,2,2,2,2,2,2,0,0
464,2,64,3,0,3.286666666666666,5,3,3,2,4,3,3,4,3,4,2,1,3,4,4,4,4,4,0,0
465,1,66,1,0,3,3,3,4,4,4,4,4,2,4,4,3,2,2,4,4,4,4,4,2,3
466,1,81,1,0,2,3,3,3,2,4,4,4,1,2,3,3,3,3,2,3,3,2,3,0,0
467,2,73,2,0,3,2,3,3,2,3,4,4,3,3,4,4,2,3,4,4,4,4,4,0,0
468,1,62,3,0,3,1,2,2,2,4,3,5,4,4,4,4,4,3,4,3,4,4,4,0,0
469,1,66,1,0,3,3,4,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,0,0
470,1,47,1,0,5,4,4,4,4,5,5,5,4,3,4,3,3,1,4,4,4,4,4,0,0
471,2,52,1,0,2.65,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,4,4,4,3,0
472,1,47,1,0,3.485,3,4,4,4,5,4,4,3,4,4,3,3,3,1,3,3,4,3,0,0
473,1,33,2,0,5,3,4,4,2,3,4,4,3,4,4,2,2,2,2,2,2,2,2,0,0
474,1,31,3,0,5,2,2,2,2,3,3,3,3,4,3,3,2,2,2,3,2,2,2,1,0
475,1,29,2,0,4,4,3,2,2,2,2,2,4,4,4,3,2,2,4,4,4,4,3,0,0
476,1,53,1,0,3,3,2,3,1,4,3,4,4,2,3,2,2,1,2,2,1,2,1,0,0
477,2,65,1,0,2,2.74,3,3,3,4,3,4,3,4,3,3,2,2,2,2,3,3,2,0,0
478,2,24,1,0,3,3,4,4,3,5,5,5,4,3,4,3,3,1,2,2,2,2,2,0,0
479,1,41,3,0,5,5,4,4,2,4,4,4,4,3,4,4,4,3,4,4,3,4,3,0,0
480,1,48,3,0,4,3,4,4,4,5,5,5,2,4,4,3,2,3,4,4,4,4,4,0,0
481,2,40,3,0,5,3,3,3,1,4,2,2,3,1,1,1,1,1,1,1,1,1,1,0,0
482,2,40,3,0,5,4,3,3,1,3,2,4,1,2,3,2,1,3,1,2,2,2,1,0,0
483,2,70,1,0,2,2,4,4,4,4,5,4,4,4,4,4,2,4,3,4,3,4,3,0,0
484,2,42,2,0,5,3,3,2,2,4,4,4,2,4,4,4,4,4,2,3,2,2,2,0,0
485,2,31,1,0,3,4,1,2,1,3,2,1,4,3,4,1,1,2,2,2,2,2,2,0,0
486,1,61,2,0,4,3,2,2,2,3,4,4,3,1,3,2,3,3,2,3,1,1,1,0,0
487,2,69,2,0,2,2,3,3,2,3,3,5,4,4,4,3,4,4,4,4,3,3,3,0,0
488,2,61,1,0,2,2,2,3,2,4,2,2,4,3,3,4,2,4,3,4,1,2,1,0,0
489,2,74,1,0,2,2.9,3,3,3,4,4,5,3,2,4,3,2,3,2,3,3,3,3,0,0
490,2,56,2,0,5,2,4,3,2,4,3,3,2,3,3,3,2,2,4,4,3,3,3,0,0
491,1,47,2,0,4,4,2,2,1,3,3,3,4,4,4,4,4,2,2,2,2,2,2,0,0
492,1,59,1,0,3,4,2,2,2,4,4,4,3,4,3,3,3,3,4,4,4,4,2,0,0
493,1,20,2,0,1,2,3,4,2,4,3,4,2,1,3,2,3,2,3,3,4,4,4,0,0
494,2,68,1,0,2,2.8957142857142855,1,1,1,4,4,4,4,3,3,4,2,4,3,3,3,2,2,0,0
495,1,24,1,0,4,3,4,4,4,5,5,5,2,4,2,4,2,3,1,1,2,2,2,0,0
496,2,59,2,0,4,3,4,3,4,4,4,4,1,3,2,3,3,2,3,3,2,3,2,0,0
497,2,52,2,0,2,3,4,4,4,5,5,5,1,1,4,1,1,4,4,4,4,4,2,2,0
498,1,25,2,0,4,1,4,4,2,4,4,5,3,3,3,4,4,3,3,3,2,3,2,0,0
499,2,32,2,0,5,3,3,3,3,4,4,4,3,3,4,3,1,1,2,2,3,4,2,0,0
500,1,26,1,0,3.41,3,4,4,4,3,4,5,2,3,4,2,1,1,1,4,1,1,1,0,0
501,1,62,3,0,5,3,3,2,2,4,4,4,3,4,4,4,4,4,3,4,2,3,2,0,0
502,1,57,3,0,5,2,2,2,2,1,1,4,4,4,3,3,4,2,2,2,2,2,2,0,0
